timestamp,value,metric_name,instance,job
2025-07-07 10:10:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:11:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:12:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:13:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:14:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:15:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:16:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:17:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:18:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:19:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:20:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:21:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:22:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:23:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:24:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:25:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:26:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:27:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:28:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:29:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:30:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:31:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:32:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:33:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:34:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:35:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:36:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:37:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:38:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:39:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:40:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:41:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
2025-07-07 10:42:11,20,node_netstat_Icmp6_InMsgs,172.18.0.2:9100,prometheus.scrape.annotated_pods
