timestamp,value,metric_name,instance,job
2025-07-13 17:25:48,0,up,10.244.1.20:8080,prometheus.scrape.annotated_pods
2025-07-13 17:26:48,1,up,10.244.1.20:8080,prometheus.scrape.annotated_pods
2025-07-13 17:27:48,1,up,10.244.1.20:8080,prometheus.scrape.annotated_pods
2025-07-13 17:29:48,1,up,10.244.1.21:8000,prometheus.scrape.annotated_pods
2025-07-13 17:30:48,1,up,10.244.1.21:8000,prometheus.scrape.annotated_pods
2025-07-13 17:29:48,1,up,10.244.1.22:8000,prometheus.scrape.annotated_pods
2025-07-13 17:30:48,1,up,10.244.1.22:8000,prometheus.scrape.annotated_pods
2025-07-13 17:30:48,0,up,10.244.1.23:8080,prometheus.scrape.annotated_pods
2025-07-13 17:31:48,1,up,10.244.1.23:8080,prometheus.scrape.annotated_pods
2025-07-13 17:39:48,1,up,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:40:48,1,up,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:41:48,1,up,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:42:48,1,up,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:43:48,1,up,10.244.1.26:8000,prometheus.scrape.annotated_pods
2025-07-13 17:40:48,1,up,10.244.1.27:8000,prometheus.scrape.annotated_pods
2025-07-13 17:42:48,0,up,10.244.1.28:8000,prometheus.scrape.annotated_pods
2025-07-13 17:45:48,1,up,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:46:48,1,up,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:47:48,1,up,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:48:48,0,up,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:49:48,1,up,10.244.1.29:8000,prometheus.scrape.annotated_pods
2025-07-13 17:45:48,1,up,10.244.1.30:8000,prometheus.scrape.annotated_pods
2025-07-13 17:46:48,0,up,10.244.1.30:8000,prometheus.scrape.annotated_pods
2025-07-13 17:48:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:49:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:50:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:51:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:52:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:53:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:54:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:55:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:56:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:57:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:58:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:59:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:00:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:01:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:02:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:03:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:04:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:05:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:06:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:07:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:08:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:09:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:10:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:11:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 18:12:48,1,up,10.244.1.31:8000,prometheus.scrape.annotated_pods
2025-07-13 17:49:48,1,up,10.244.1.32:8000,prometheus.scrape.annotated_pods
2025-07-13 17:50:48,0,up,10.244.1.32:8000,prometheus.scrape.annotated_pods
2025-07-13 17:51:48,0,up,10.244.1.32:8000,prometheus.scrape.annotated_pods
2025-07-13 17:52:48,1,up,10.244.1.32:8000,prometheus.scrape.annotated_pods
2025-07-13 17:50:48,1,up,10.244.1.33:8000,prometheus.scrape.annotated_pods
